"legendary","packId","cards","opener","timestamp","txId"
false,"9512","[""OTK156-652"",""OTK157-636"",""OTK117-653"",""OTK092-653"",""OTK122-653"",""OTK113-653"",""OTK085-228"",""OTK138-182""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-10T00:24:23Z",277627220
false,"2277","[""OTK151-652"",""OTK152-652"",""OTK097-653"",""OTK119-653"",""OTK108-653"",""OTK075-228"",""OTK062-228"",""OTK048-145""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-10T00:15:35Z",277612275
false,"9295","[""OTK112-652"",""OTK159-478"",""OTK121-652"",""OTK163-484"",""OTK113-652"",""OTK090-228"",""OTK061-228"",""OTK134-182""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:39:44Z",277561818
false,"4113","[""OTK103-652"",""OTK109-652"",""OTK092-652"",""OTK108-652"",""OTK110-652"",""OTK122-652"",""OTK139-228"",""OTK132-182""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:36:57Z",277557744
false,"21334","[""OTK118-652"",""OTK150-652"",""OTK164-457"",""OTK119-652"",""OTK104-652"",""OTK102-652"",""OTK079-228"",""OTK057-114""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:34:22Z",277554178
false,"7156","[""OTK120-652"",""OTK111-652"",""OTK156-651"",""OTK117-652"",""OTK155-651"",""OTK080-227"",""OTK065-228"",""OTK059-111""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:30:14Z",277545808
false,"10680","[""OTK100-652"",""OTK106-652"",""OTK098-652"",""OTK116-652"",""OTK094-652"",""OTK079-227"",""OTK140-180"",""OTK133-182""]","terra1q908y5q5t9mzyvagydjssn5kw70v4dmvyzu75q","2022-05-09T23:23:20Z",277536256
false,"4864","[""OTK107-652"",""OTK097-652"",""OTK093-652"",""OTK099-652"",""OTK101-652"",""OTK105-652"",""OTK140-179"",""OTK137-182""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:23:05Z",277535156
true,"21305","[""OTK150-651"",""OTK152-651"",""OTK096-652"",""OTK115-652"",""OTK095-652"",""OTK114-652"",""OTK087-227"",""OTK028-10""]","terra132mrd8eunpjcfh7q8y45g38memtuma70q8f0ee","2022-05-09T23:21:53Z",277533259
true,"344","[""OTK111-651"",""OTK118-651"",""OTK158-510"",""OTK121-651"",""OTK122-651"",""OTK140-178"",""OTK086-227"",""OTK023-9""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:19:08Z",277528861
false,"6129","[""OTK153-651"",""OTK156-650"",""OTK110-651"",""OTK120-651"",""OTK105-651"",""OTK075-227"",""OTK077-227"",""OTK044-120""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:17:29Z",277525932
false,"2819","[""OTK101-651"",""OTK109-651"",""OTK116-651"",""OTK112-651"",""OTK104-651"",""OTK119-651"",""OTK140-177"",""OTK131-181""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:14:46Z",277522346
false,"256","[""OTK100-651"",""OTK157-635"",""OTK103-651"",""OTK160-497"",""OTK114-651"",""OTK076-227"",""OTK074-227"",""OTK039-107""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:12:37Z",277519575
false,"232","[""OTK113-651"",""OTK157-634"",""OTK158-509"",""OTK097-651"",""OTK106-651"",""OTK099-651"",""OTK084-227"",""OTK135-181""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:11:37Z",277517692
false,"2316","[""OTK094-651"",""OTK108-651"",""OTK117-651"",""OTK095-651"",""OTK115-651"",""OTK083-227"",""OTK139-227"",""OTK137-181""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:09:48Z",277516014
false,"1886","[""OTK102-651"",""OTK159-477"",""OTK151-651"",""OTK107-651"",""OTK093-651"",""OTK092-651"",""OTK085-227"",""OTK045-121""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:08:55Z",277514705
false,"1760","[""OTK154-650"",""OTK156-649"",""OTK092-650"",""OTK096-651"",""OTK098-651"",""OTK071-227"",""OTK073-227"",""OTK055-98""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T23:04:47Z",277509218
false,"20043","[""OTK119-650"",""OTK120-650"",""OTK122-650"",""OTK155-650"",""OTK157-633"",""OTK095-650"",""OTK072-227"",""OTK134-181""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T22:56:08Z",277497631
false,"7111","[""OTK114-650"",""OTK094-650"",""OTK163-483"",""OTK117-650"",""OTK158-508"",""OTK069-227"",""OTK070-227"",""OTK046-110""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T22:49:25Z",277487759
false,"4597","[""OTK103-650"",""OTK154-649"",""OTK105-650"",""OTK118-650"",""OTK156-648"",""OTK089-227"",""OTK068-227"",""OTK056-127""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T22:48:38Z",277486861
false,"21333","[""OTK151-650"",""OTK097-650"",""OTK107-650"",""OTK113-650"",""OTK152-650"",""OTK067-227"",""OTK091-227"",""OTK040-131""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T22:41:02Z",277476688
true,"9600","[""OTK101-650"",""OTK110-650"",""OTK115-650"",""OTK111-650"",""OTK098-650"",""OTK102-650"",""OTK140-176"",""OTK123-10""]","terra140qte4xal3r53fq5j6pv4kktxs9954cf67ndkg","2022-05-09T22:27:29Z",277459618
false,"8522","[""OTK112-650"",""OTK164-456"",""OTK093-650"",""OTK150-650"",""OTK106-650"",""OTK100-650"",""OTK065-227"",""OTK033-181""]","terra1r2lg0xcg8t0at24nr9hfru6xt842f5edqu3l0v","2022-05-09T20:16:10Z",277321910
false,"10893","[""OTK108-650"",""OTK153-650"",""OTK109-650"",""OTK163-482"",""OTK099-650"",""OTK104-650"",""OTK078-227"",""OTK056-126""]","terra1twg88ly9tw2qu96028wxln3nr32z599dqnv0xk","2022-05-09T18:17:58Z",277173829
false,"1041","[""OTK153-649"",""OTK154-648"",""OTK096-650"",""OTK121-650"",""OTK116-650"",""OTK063-227"",""OTK064-227"",""OTK036-173""]","terra1eup9dxhl3xccfhc4eyddze96rzz89pjarzdurg","2022-05-09T07:22:37Z",276720164
false,"6417","[""OTK159-476"",""OTK151-649"",""OTK108-649"",""OTK109-649"",""OTK112-649"",""OTK113-649"",""OTK090-227"",""OTK048-144""]","terra18w2u56lrgk8g522nulmyg0ujs5eymsev4arerh","2022-05-09T03:55:09Z",276626616
false,"3282","[""OTK121-649"",""OTK152-649"",""OTK159-475"",""OTK105-649"",""OTK106-649"",""OTK107-649"",""OTK062-227"",""OTK045-120""]","terra1ly0zm4kht7760fqxwg0ha3akhmx50a5nsze9a0","2022-05-09T03:05:30Z",276604900
false,"5377","[""OTK122-649"",""OTK152-648"",""OTK092-649"",""OTK162-505"",""OTK116-649"",""OTK104-649"",""OTK088-227"",""OTK036-172""]","terra1ly0zm4kht7760fqxwg0ha3akhmx50a5nsze9a0","2022-05-09T03:03:28Z",276603767
false,"6035","[""OTK095-649"",""OTK119-649"",""OTK111-649"",""OTK120-649"",""OTK117-649"",""OTK158-507"",""OTK082-227"",""OTK132-181""]","terra1ly0zm4kht7760fqxwg0ha3akhmx50a5nsze9a0","2022-05-09T03:02:30Z",276603422
false,"6642","[""OTK162-504"",""OTK155-649"",""OTK099-649"",""OTK103-649"",""OTK093-649"",""OTK102-649"",""OTK061-227"",""OTK041-121""]","terra1ly0zm4kht7760fqxwg0ha3akhmx50a5nsze9a0","2022-05-09T03:01:24Z",276602863
false,"2025","[""OTK100-649"",""OTK110-649"",""OTK118-649"",""OTK163-481"",""OTK097-649"",""OTK143-52"",""OTK081-227"",""OTK138-181""]","terra1dpz3lm9frknhqltz2y868l5u59npsmlkgwmsk2","2022-05-08T09:52:33Z",276081098
false,"307","[""OTK114-649"",""OTK159-474"",""OTK094-649"",""OTK150-649"",""OTK115-649"",""OTK098-649"",""OTK066-227"",""OTK058-120""]","terra1rapu59acw73mxua5wac4jf979rr03m6fxfnwcw","2022-05-08T09:30:53Z",276069526
false,"10886","[""OTK122-648"",""OTK150-648"",""OTK160-496"",""OTK092-648"",""OTK096-649"",""OTK101-649"",""OTK085-226"",""OTK041-120""]","terra1wys83hsfm28eyf09gcm7ujt90vtgawmrq8mzvg","2022-05-08T05:38:34Z",275953255
false,"10635","[""OTK108-648"",""OTK151-648"",""OTK110-648"",""OTK113-648"",""OTK119-648"",""OTK139-226"",""OTK082-226"",""OTK046-109""]","terra1wys83hsfm28eyf09gcm7ujt90vtgawmrq8mzvg","2022-05-08T05:35:58Z",275952067
false,"5548","[""OTK105-648"",""OTK106-648"",""OTK107-648"",""OTK118-648"",""OTK157-632"",""OTK084-226"",""OTK144-43"",""OTK039-106""]","terra1shk9p0k7h83ev8le0qja2uqpmv3ljmyhc232uc","2022-05-08T05:06:29Z",275937494
false,"3452","[""OTK100-648"",""OTK153-648"",""OTK157-631"",""OTK111-648"",""OTK102-648"",""OTK078-226"",""OTK081-226"",""OTK133-181""]","terra1pycx3x9c7wsddvwll20c9mctuws4z95ggcfymv","2022-05-08T01:34:55Z",275808880
false,"7472","[""OTK121-648"",""OTK117-648"",""OTK097-648"",""OTK094-648"",""OTK155-648"",""OTK098-648"",""OTK144-42"",""OTK035-180""]","terra1vrmfcc60ez4xc8wsw5jds5wwnn655wf7sxysl4","2022-05-07T11:30:59Z",275352911
false,"5562","[""OTK161-488"",""OTK109-648"",""OTK116-648"",""OTK115-648"",""OTK164-455"",""OTK093-648"",""OTK075-226"",""OTK053-128""]","terra1vrmfcc60ez4xc8wsw5jds5wwnn655wf7sxysl4","2022-05-07T11:30:25Z",275352685
false,"552","[""OTK099-648"",""OTK120-648"",""OTK114-648"",""OTK103-648"",""OTK104-648"",""OTK073-226"",""OTK139-225"",""OTK136-181""]","terra1vrmfcc60ez4xc8wsw5jds5wwnn655wf7sxysl4","2022-05-07T11:29:47Z",275352398
false,"9055","[""OTK154-647"",""OTK157-630"",""OTK095-648"",""OTK101-648"",""OTK112-648"",""OTK096-648"",""OTK090-226"",""OTK033-180""]","terra1cw7af4v3mma2hkaxqx62ynj4zrhwgkwk23f6q7","2022-05-07T10:47:54Z",275333857
false,"6002","[""OTK111-647"",""OTK164-454"",""OTK113-647"",""OTK118-647"",""OTK153-647"",""OTK071-226"",""OTK077-226"",""OTK049-103""]","terra16amne3ujruk7tvqgvr30nddq6h9ll8sjyau74q","2022-05-07T10:12:07Z",275318357
false,"10767","[""OTK151-647"",""OTK107-647"",""OTK152-647"",""OTK108-647"",""OTK110-647"",""OTK117-647"",""OTK070-226"",""OTK042-106""]","terra1dt9ejkve5nyd9cfkhvmjnvh9l49pgfmnuhws74","2022-05-07T02:04:04Z",275078218
false,"7809","[""OTK161-487"",""OTK095-647"",""OTK105-647"",""OTK162-503"",""OTK096-647"",""OTK097-647"",""OTK076-226"",""OTK134-180""]","terra1kcr850h5tvk5wc80hf57rrq4f5r7h2xfhr2yjn","2022-05-07T01:50:57Z",275072525
false,"2220","[""OTK159-473"",""OTK109-647"",""OTK114-647"",""OTK106-647"",""OTK157-629"",""OTK100-647"",""OTK079-226"",""OTK043-115""]","terra13efzme3kgeyp36pfs6uxvkfep7ehrppyvsqe4z","2022-05-07T01:40:14Z",275067766
false,"5137","[""OTK094-647"",""OTK156-647"",""OTK104-647"",""OTK119-647"",""OTK103-647"",""OTK116-647"",""OTK068-226"",""OTK133-180""]","terra1jfdwadhseh8wwcf0wg2wyuhnqgxrfcgappyjmk","2022-05-06T23:40:40Z",275012781
false,"8043","[""OTK092-647"",""OTK122-647"",""OTK155-647"",""OTK115-647"",""OTK164-453"",""OTK074-226"",""OTK067-226"",""OTK046-108""]","terra1jfdwadhseh8wwcf0wg2wyuhnqgxrfcgappyjmk","2022-05-06T23:39:53Z",275012415
false,"9446","[""OTK102-647"",""OTK121-647"",""OTK150-647"",""OTK158-506"",""OTK112-647"",""OTK066-226"",""OTK069-226"",""OTK135-180""]","terra1jfdwadhseh8wwcf0wg2wyuhnqgxrfcgappyjmk","2022-05-06T23:39:07Z",275011999
false,"20564","[""OTK099-647"",""OTK157-628"",""OTK164-452"",""OTK093-647"",""OTK120-647"",""OTK101-647"",""OTK083-226"",""OTK039-105""]","terra1ukc90g38xq5sddpfgn8m0cq3c2w6gxztthf6uy","2022-05-06T21:18:01Z",274949301
false,"10826","[""OTK152-646"",""OTK157-627"",""OTK094-646"",""OTK095-646"",""OTK100-646"",""OTK098-647"",""OTK091-226"",""OTK041-119""]","terra1ukc90g38xq5sddpfgn8m0cq3c2w6gxztthf6uy","2022-05-06T21:16:43Z",274948753
false,"10825","[""OTK162-502"",""OTK119-646"",""OTK106-646"",""OTK122-646"",""OTK150-646"",""OTK121-646"",""OTK080-226"",""OTK036-171""]","terra1ukc90g38xq5sddpfgn8m0cq3c2w6gxztthf6uy","2022-05-06T21:16:11Z",274948525
false,"10824","[""OTK093-646"",""OTK157-626"",""OTK115-646"",""OTK104-646"",""OTK099-646"",""OTK116-646"",""OTK087-226"",""OTK131-180""]","terra1ukc90g38xq5sddpfgn8m0cq3c2w6gxztthf6uy","2022-05-06T21:15:39Z",274948296
false,"10823","[""OTK102-646"",""OTK103-646"",""OTK114-646"",""OTK107-646"",""OTK162-501"",""OTK156-646"",""OTK064-226"",""OTK137-180""]","terra1ukc90g38xq5sddpfgn8m0cq3c2w6gxztthf6uy","2022-05-06T21:15:06Z",274948092
false,"10822","[""OTK112-646"",""OTK164-451"",""OTK113-646"",""OTK101-646"",""OTK151-646"",""OTK089-226"",""OTK063-226"",""OTK045-119""]","terra1ukc90g38xq5sddpfgn8m0cq3c2w6gxztthf6uy","2022-05-06T21:11:58Z",274946655
false,"20282","[""OTK109-646"",""OTK154-646"",""OTK097-646"",""OTK162-500"",""OTK110-646"",""OTK092-646"",""OTK061-226"",""OTK041-118""]","terra133z7e39glyep7tdwqlhtnzp6z4qc7vd9sjqqed","2022-05-06T21:04:57Z",274943654
false,"1535","[""OTK157-625"",""OTK120-646"",""OTK098-646"",""OTK155-646"",""OTK108-646"",""OTK105-646"",""OTK086-226"",""OTK132-180""]","terra1vnv9trwcmaf6y0czycwl3gwzqqxtu4cf8pn635","2022-05-06T18:18:23Z",274869216
false,"2164","[""OTK153-646"",""OTK118-646"",""OTK111-646"",""OTK117-646"",""OTK160-495"",""OTK062-226"",""OTK088-226"",""OTK047-117""]","terra1dltk02ydcqdr6lq3ydda8f0uljzg0wxngh7d5h","2022-05-06T15:43:19Z",274796217
false,"20565","[""OTK104-645"",""OTK155-645"",""OTK157-624"",""OTK105-645"",""OTK096-646"",""OTK065-226"",""OTK072-226"",""OTK138-180""]","terra1ukc90g38xq5sddpfgn8m0cq3c2w6gxztthf6uy","2022-05-06T15:31:57Z",274790198
false,"9120","[""OTK153-645"",""OTK115-645"",""OTK154-645"",""OTK102-645"",""OTK116-645"",""OTK103-645"",""OTK088-225"",""OTK035-179""]","terra1m0fgdgsuwf2jsd32su0rmg9ne843ant8zn0zrl","2022-05-06T13:58:17Z",274735987
false,"5127","[""OTK097-645"",""OTK114-645"",""OTK119-645"",""OTK099-645"",""OTK120-645"",""OTK089-225"",""OTK144-41"",""OTK136-180""]","terra1jfdwadhseh8wwcf0wg2wyuhnqgxrfcgappyjmk","2022-05-06T11:43:06Z",274660975
false,"9298","[""OTK151-645"",""OTK117-645"",""OTK113-645"",""OTK157-623"",""OTK107-645"",""OTK094-645"",""OTK087-225"",""OTK041-117""]","terra1nv7nmasz2cew0vr7yrwwpqgguf90et9wkejj4z","2022-05-06T08:31:39Z",274571894
false,"928","[""OTK162-499"",""OTK100-645"",""OTK111-645"",""OTK157-622"",""OTK112-645"",""OTK085-225"",""OTK086-225"",""OTK039-104""]","terra1nv7nmasz2cew0vr7yrwwpqgguf90et9wkejj4z","2022-05-06T08:30:12Z",274571126
false,"551","[""OTK158-505"",""OTK160-494"",""OTK106-645"",""OTK092-645"",""OTK101-645"",""OTK073-225"",""OTK083-225"",""OTK054-127""]","terra1nv7nmasz2cew0vr7yrwwpqgguf90et9wkejj4z","2022-05-06T08:29:27Z",274570890
false,"3424","[""OTK152-645"",""OTK156-645"",""OTK122-645"",""OTK093-645"",""OTK110-645"",""OTK080-225"",""OTK072-225"",""OTK055-97""]","terra1nv7nmasz2cew0vr7yrwwpqgguf90et9wkejj4z","2022-05-06T08:28:48Z",274570640
false,"224","[""OTK118-645"",""OTK150-645"",""OTK162-498"",""OTK108-645"",""OTK121-645"",""OTK109-645"",""OTK071-225"",""OTK055-96""]","terra1nv7nmasz2cew0vr7yrwwpqgguf90et9wkejj4z","2022-05-06T08:01:32Z",274557004
false,"1166","[""OTK156-644"",""OTK157-621"",""OTK095-645"",""OTK096-645"",""OTK098-645"",""OTK090-225"",""OTK081-225"",""OTK041-116""]","terra1rsxencyef7y39tvc2l5aag0qmdsh8ujz97eec3","2022-05-06T07:32:50Z",274540512
false,"7558","[""OTK116-644"",""OTK163-480"",""OTK117-644"",""OTK119-644"",""OTK161-486"",""OTK070-225"",""OTK082-225"",""OTK035-178""]","terra17geeugvyzkdulpshke6lf789pklgzuj6z402ku","2022-05-06T05:59:55Z",274496172
false,"5095","[""OTK157-620"",""OTK112-644"",""OTK113-644"",""OTK156-643"",""OTK114-644"",""OTK079-225"",""OTK084-225"",""OTK042-105""]","terra16ntdzp7975d2kuf3ejnzvkvr8fc52gmdum8ycv","2022-05-06T04:50:35Z",274467319
false,"3106","[""OTK109-644"",""OTK159-472"",""OTK164-450"",""OTK107-644"",""OTK108-644"",""OTK110-644"",""OTK078-225"",""OTK034-179""]","terra1tcryp9dwuk8kzcx462mfvyf3jsuysqme76mqew","2022-05-06T01:14:02Z",274374843
false,"37","[""OTK155-644"",""OTK154-644"",""OTK099-644"",""OTK100-644"",""OTK102-644"",""OTK106-644"",""OTK069-225"",""OTK036-170""]","terra1cteh70gs74j7etfecm22zfefdcasld67cp3evt","2022-05-05T23:18:47Z",274323274
false,"2743","[""OTK153-644"",""OTK103-644"",""OTK115-644"",""OTK105-644"",""OTK098-644"",""OTK092-644"",""OTK139-224"",""OTK054-126""]","terra1cteh70gs74j7etfecm22zfefdcasld67cp3evt","2022-05-05T23:17:30Z",274322809
false,"2098","[""OTK095-644"",""OTK121-644"",""OTK104-644"",""OTK152-644"",""OTK101-644"",""OTK118-644"",""OTK068-225"",""OTK138-179""]","terra1cteh70gs74j7etfecm22zfefdcasld67cp3evt","2022-05-05T23:15:45Z",274322049
false,"1439","[""OTK151-644"",""OTK122-644"",""OTK150-644"",""OTK093-644"",""OTK094-644"",""OTK076-225"",""OTK064-225"",""OTK054-125""]","terra1cteh70gs74j7etfecm22zfefdcasld67cp3evt","2022-05-05T23:14:13Z",274321337
false,"2367","[""OTK155-643"",""OTK156-642"",""OTK096-644"",""OTK120-644"",""OTK111-644"",""OTK097-644"",""OTK062-225"",""OTK054-124""]","terra1ek75te2xzvn8j70yjjm4enlktvcdmynacnlept","2022-05-05T20:18:16Z",274242240
false,"606","[""OTK103-643"",""OTK162-497"",""OTK107-643"",""OTK155-642"",""OTK120-643"",""OTK093-643"",""OTK091-225"",""OTK034-178""]","terra18fmktrl4ccq3c6uw5m7lyxe0mf9mt2ruenrkvz","2022-05-05T18:15:22Z",274174199
false,"20406","[""OTK151-643"",""OTK106-643"",""OTK117-643"",""OTK115-643"",""OTK101-643"",""OTK118-643"",""OTK142-46"",""OTK041-115""]","terra18lrh02xg0kdewx5ms0glkq6lrr4w5sux3gkv6h","2022-05-05T17:43:27Z",274156532
false,"20405","[""OTK112-643"",""OTK154-643"",""OTK114-643"",""OTK105-643"",""OTK150-643"",""OTK099-643"",""OTK075-225"",""OTK040-130""]","terra18lrh02xg0kdewx5ms0glkq6lrr4w5sux3gkv6h","2022-05-05T17:39:54Z",274154605
false,"1291","[""OTK152-643"",""OTK122-643"",""OTK098-643"",""OTK111-643"",""OTK155-641"",""OTK067-225"",""OTK074-225"",""OTK054-123""]","terra1v3twptym6a338v4mz8ruceeldr7jjjph8rzsn4","2022-05-05T17:39:48Z",274154496
false,"20404","[""OTK095-643"",""OTK096-643"",""OTK119-643"",""OTK100-643"",""OTK102-643"",""OTK121-643"",""OTK140-175"",""OTK136-179""]","terra18lrh02xg0kdewx5ms0glkq6lrr4w5sux3gkv6h","2022-05-05T17:38:21Z",274153620
false,"4031","[""OTK156-641"",""OTK109-643"",""OTK152-642"",""OTK094-643"",""OTK092-643"",""OTK061-225"",""OTK063-225"",""OTK054-122""]","terra1v3twptym6a338v4mz8ruceeldr7jjjph8rzsn4","2022-05-05T17:37:23Z",274153033
